3,5,16,21
413.89073169261945,322.233015319558,234.3994541230221,279.1386724308261
399.9484637700625,400.969470722217,244.62269743805788,260.1696994425057
409.178812362412,369.03299303292096,251.0930803685271,253.38966720008762
411.05559436156045,385.94304972151747,255.5194541707842,263.0768856712944
419.89033512139054,355.35947929315745,235.90813362822541,281.4419192673771
379.452873190289,367.135681706551,218.4515181932847,234.2674777268451
353.1956303119065,342.02268203486705,213.22626168774391,195.9637660129278
303.01438640627447,240.51847314904302,164.28567298374958,116.3771472849546
138.54444358583152,138.763002695298,101.3666606827851,58.1957365063689
76.46187755398249,88.210041602671,88.0297213622562,47.375732997519
73.5384761241055,56.6151863601755,93.9891872272065,48.9136571395686
91.55719653283451,67.016881683852,89.54258371462019,49.1880240063225
115.07533548497199,94.206676400318,83.195981625567,53.0666297820837
107.7118003969225,136.2709145700405,80.7607736320023,66.7308542031396
134.759356379808,170.95082745043598,99.87991357080331,63.9782042232891
117.67510104616801,130.6738903903335,103.84211212549471,46.6759867502577
152.97372957892048,128.395431919625,80.1367609523763,69.7372787551851
121.499531161794,103.0863112101525,60.7625497508976,48.7941806317638
117.0044819474185,215.07653044154,43.1973627774537,26.00846103710832
144.688174229641,214.037568627082,28.00087193838627,19.41271053020898
140.3788524521595,222.0168635888335,28.7404225924386,18.14223731339862
45.738847214766054,230.3058644900725,13.377957888615331,26.75239392957732
30.1720980008085,249.638762679347,7.70489201423592,55.822650588192595
24.9245057988589,235.41055164265651,12.32181883628484,90.02575675159889
